age,workclass,education,marital-status,occupation,sex,hours-per-week,native-country,income
30, Private, 9th, Married-civ-spouse, Other-service, Male,40, Mexico, <=50K
67, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Male,8, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Female,32, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,35, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Male,60, United-States, <=50K
29, Without-pay, Some-college, Married-civ-spouse, Farming-fishing, Male,65, United-States, <=50K
38, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
17, Private, 9th, Never-married, Other-service, Female,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Tech-support, Male,40, United-States, >50K
52, Private, Some-college, Widowed, Other-service, Female,40, ?, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Female,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Male,15, United-States, <=50K
28, Private, Some-college, Divorced, Sales, Male,30, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
46, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Male,40, Mexico, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Female,40, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Male,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Male,50, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,25, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Male,24, United-States, <=50K
54, Private, 10th, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
27, Private, 10th, Never-married, Craft-repair, Male,30, United-States, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Male,55, United-States, <=50K
17, ?, 10th, Never-married, ?, Male,40, United-States, <=50K
48, State-gov, Masters, Divorced, Protective-serv, Male,72, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Male,40, United-States, <=50K
66, ?, 9th, Married-civ-spouse, ?, Male,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Female,40, United-States, <=50K
43, ?, Some-college, Separated, ?, Male,40, United-States, <=50K
37, Private, Assoc-voc, Divorced, Sales, Female,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
58, Private, 10th, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Male,40, Jamaica, <=50K
45, Private, Some-college, Separated, Craft-repair, Male,41, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Male,40, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Female,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,40, United-States, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Other-service, Male,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Male,42, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Male,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
69, ?, Prof-school, Divorced, ?, Male,5, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Male,25, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Female,24, United-States, >50K
17, Private, 10th, Never-married, Sales, Female,20, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Farming-fishing, Male,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Female,40, United-States, <=50K
55, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Male,40, Mexico, <=50K
39, Private, 11th, Married-civ-spouse, Prof-specialty, Male,60, United-States, <=50K
41, Private, HS-grad, Separated, Other-service, Female,40, United-States, <=50K
34, Private, 1st-4th, Married-civ-spouse, Craft-repair, Male,40, Mexico, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
67, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Male,12, ?, <=50K
40, Private, Some-college, Divorced, Machine-op-inspct, Male,40, United-States, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Female,40, United-States, <=50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Male,50, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Male,50, United-States, >50K
43, State-gov, Some-college, Divorced, Exec-managerial, Male,40, United-States, <=50K
25, State-gov, Bachelors, Never-married, Other-service, Female,50, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,50, United-States, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Male,40, United-States, <=50K
60, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Male,40, South, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Female,46, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Female,40, United-States, <=50K
19, Private, 12th, Never-married, Adm-clerical, Female,40, United-States, <=50K
34, State-gov, Some-college, Married-spouse-absent, Adm-clerical, Female,38, Philippines, <=50K
42, State-gov, Bachelors, Divorced, Adm-clerical, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Priv-house-serv, Female,50, United-States, <=50K
73, ?, HS-grad, Married-civ-spouse, ?, Male,15, United-States, <=50K
59, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Male,15, El-Salvador, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Male,30, United-States, <=50K
31, State-gov, Bachelors, Never-married, Prof-specialty, Female,40, United-States, <=50K
58, Federal-gov, Bachelors, Never-married, Prof-specialty, Male,48, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Male,13, ?, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
30, Private, Bachelors, Never-married, Sales, Male,40, United-States, >50K
41, Private, 7th-8th, Married-civ-spouse, Craft-repair, Male,40, China, <=50K
59, ?, 10th, Divorced, ?, Female,40, England, <=50K
43, Private, Some-college, Separated, Transport-moving, Male,51, United-States, >50K
48, Private, HS-grad, Separated, Adm-clerical, Female,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Male,50, United-States, >50K
44, Private, Some-college, Never-married, Adm-clerical, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Female,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,43, United-States, <=50K
50, Private, HS-grad, Married-spouse-absent, Exec-managerial, Female,10, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Female,50, United-States, <=50K
30, ?, HS-grad, Never-married, ?, Male,40, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Handlers-cleaners, Male,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Tech-support, Male,10, United-States, <=50K
52, Private, 9th, Separated, Other-service, Female,30, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Male,50, United-States, <=50K
27, State-gov, Bachelors, Never-married, Tech-support, Male,12, United-States, <=50K
28, Private, 11th, Never-married, Machine-op-inspct, Female,40, Nicaragua, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Male,60, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,35, United-States, <=50K
61, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Male,20, United-States, <=50K
32, Private, 7th-8th, Separated, Sales, Female,35, United-States, <=50K
30, Federal-gov, Some-college, Never-married, Craft-repair, Male,40, United-States, <=50K
51, Local-gov, Bachelors, Divorced, Adm-clerical, Female,40, United-States, <=50K
40, Local-gov, Some-college, Never-married, Protective-serv, Male,40, United-States, >50K
36, Private, HS-grad, Never-married, Exec-managerial, Male,70, United-States, <=50K
28, Private, Some-college, Divorced, Other-service, Male,24, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Male,45, United-States, >50K
61, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Male,30, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,60, United-States, >50K
55, Private, HS-grad, Widowed, Other-service, Female,30, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Female,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Female,40, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Male,45, United-States, >50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Male,37, United-States, >50K
59, Private, 11th, Married-civ-spouse, Adm-clerical, Male,40, United-States, <=50K
41, Private, Some-college, Separated, Sales, Male,80, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Male,25, United-States, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Female,40, United-States, <=50K
41, Local-gov, Masters, Divorced, Prof-specialty, Female,60, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
36, Private, HS-grad, Never-married, Sales, Female,40, ?, <=50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Female,45, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Male,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Male,40, United-States, <=50K
44, Private, HS-grad, Divorced, Tech-support, Male,50, United-States, >50K
53, Self-emp-inc, Some-college, Widowed, Sales, Female,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Handlers-cleaners, Male,40, ?, >50K
27, Private, 9th, Married-civ-spouse, Protective-serv, Male,40, Guatemala, <=50K
60, Private, HS-grad, Separated, Other-service, Female,25, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
56, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
36, Private, Bachelors, Never-married, Exec-managerial, Male,40, United-States, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Female,32, United-States, <=50K
35, ?, Some-college, Married-civ-spouse, ?, Male,40, Philippines, >50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,70, United-States, <=50K
19, Private, 10th, Never-married, Handlers-cleaners, Male,39, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Male,40, United-States, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Male,40, United-States, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Male,55, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Female,40, United-States, <=50K
32, State-gov, HS-grad, Divorced, Other-service, Female,25, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Female,40, Guatemala, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Male,40, Iran, >50K
22, Private, 12th, Never-married, Handlers-cleaners, Male,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,45, United-States, <=50K
37, Private, Bachelors, Separated, Exec-managerial, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Male,54, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Female,40, United-States, >50K
42, Private, Preschool, Never-married, Handlers-cleaners, Male,25, United-States, <=50K
45, Private, Assoc-voc, Never-married, Sales, Female,38, United-States, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Female,45, United-States, <=50K
39, Private, Some-college, Separated, Prof-specialty, Female,40, United-States, <=50K
27, Private, 12th, Never-married, Machine-op-inspct, Male,45, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Female,50, United-States, >50K
30, Private, Bachelors, Never-married, Other-service, Female,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Male,35, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Male,60, United-States, >50K
47, Local-gov, Masters, Never-married, Prof-specialty, Male,35, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Protective-serv, Male,40, India, <=50K
39, Local-gov, Masters, Divorced, Prof-specialty, Male,40, Dominican-Republic, <=50K
47, Private, Some-college, Divorced, Sales, Male,50, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,25, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,51, United-States, <=50K
69, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Male,8, United-States, <=50K
22, ?, Some-college, Never-married, ?, Male,25, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Male,14, United-States, <=50K
42, Private, HS-grad, Separated, Handlers-cleaners, Male,40, Poland, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Male,72, United-States, >50K
28, Private, Masters, Married-spouse-absent, Sales, Female,80, United-States, >50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Male,40, United-States, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Female,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
22, Private, 12th, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
25, Private, HS-grad, Separated, Protective-serv, Male,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Female,40, United-States, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Female,35, United-States, <=50K
30, Private, 9th, Married-civ-spouse, Other-service, Male,37, United-States, <=50K
27, Private, Bachelors, Divorced, Prof-specialty, Female,50, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Male,40, United-States, <=50K
36, ?, HS-grad, Widowed, ?, Female,4, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Female,40, United-States, <=50K
70, Private, 10th, Widowed, Craft-repair, Male,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Female,35, United-States, <=50K
34, Private, 11th, Married-spouse-absent, Craft-repair, Male,55, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,50, United-States, <=50K
39, Private, Masters, Never-married, Other-service, Female,32, United-States, <=50K
49, Private, Some-college, Divorced, Other-service, Female,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Female,45, United-States, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Female,40, Japan, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Male,50, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Male,50, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Male,55, United-States, >50K
27, Private, Prof-school, Never-married, Prof-specialty, Female,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Female,40, United-States, <=50K
59, Private, HS-grad, Widowed, Exec-managerial, Female,50, United-States, <=50K
19, ?, Some-college, Never-married, ?, Female,20, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Female,24, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,45, United-States, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Sales, Female,20, United-States, <=50K
53, State-gov, 10th, Married-civ-spouse, Transport-moving, Male,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,42, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Tech-support, Male,50, United-States, >50K
60, Private, 10th, Widowed, Tech-support, Female,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
52, Federal-gov, HS-grad, Never-married, Adm-clerical, Male,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Male,99, United-States, >50K
34, Private, 10th, Separated, Other-service, Female,35, United-States, <=50K
35, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Male,40, United-States, >50K
38, Private, 9th, Married-spouse-absent, Handlers-cleaners, Male,40, Mexico, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,90, United-States, <=50K
53, Local-gov, Prof-school, Never-married, Prof-specialty, Female,50, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Female,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Male,60, United-States, >50K
17, Private, 10th, Never-married, Sales, Female,20, United-States, <=50K
53, Local-gov, Bachelors, Divorced, Prof-specialty, Female,54, United-States, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Male,50, United-States, >50K
43, ?, HS-grad, Never-married, ?, Female,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Male,16, United-States, <=50K
62, Private, 10th, Divorced, Other-service, Female,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Other-service, Male,40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Male,70, United-States, <=50K
73, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Male,40, United-States, <=50K
64, Private, Doctorate, Married-civ-spouse, Prof-specialty, Male,60, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Female,45, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Male,48, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Male,40, Vietnam, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Female,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Female,55, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Female,45, United-States, >50K
35, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Male,40, India, >50K
41, Private, HS-grad, Widowed, Machine-op-inspct, Female,40, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, Male,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Male,50, United-States, >50K
46, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Male,40, Philippines, >50K
31, Private, HS-grad, Never-married, Other-service, Female,30, United-States, <=50K
41, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Female,40, Honduras, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Male,40, United-States, <=50K
21, ?, Some-college, Never-married, ?, Male,35, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,45, United-States, >50K
53, Private, Assoc-voc, Divorced, Tech-support, Male,40, United-States, <=50K
38, Local-gov, Bachelors, Never-married, Protective-serv, Female,43, United-States, >50K
36, Private, Assoc-acdm, Divorced, Exec-managerial, Female,40, Taiwan, <=50K
32, Private, Some-college, Never-married, Craft-repair, Male,72, Mexico, <=50K
20, Private, 11th, Never-married, Transport-moving, Male,40, Guatemala, <=50K
17, ?, 11th, Never-married, ?, Male,10, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Female,32, United-States, <=50K
25, Private, Assoc-voc, Never-married, Craft-repair, Male,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Male,20, United-States, <=50K
48, State-gov, HS-grad, Divorced, Craft-repair, Male,40, United-States, >50K
20, Private, 1st-4th, Never-married, Farming-fishing, Male,30, El-Salvador, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Male,30, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,45, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Female,40, United-States, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,40, Philippines, >50K
22, Private, 11th, Never-married, Sales, Female,25, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Female,35, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Male,40, United-States, <=50K
30, Private, Assoc-voc, Divorced, Sales, Female,40, United-States, >50K
44, Private, Assoc-acdm, Never-married, Craft-repair, Male,25, United-States, <=50K
63, ?, HS-grad, Married-civ-spouse, ?, Male,25, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Male,45, Canada, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Male,50, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Male,40, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
46, Private, 7th-8th, Divorced, Exec-managerial, Male,40, United-States, <=50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Male,50, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Female,6, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Male,24, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Female,30, United-States, <=50K
36, Private, 12th, Separated, Other-service, Female,40, Mexico, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
62, State-gov, Bachelors, Divorced, Prof-specialty, Male,40, United-States, <=50K
28, Private, Prof-school, Never-married, Prof-specialty, Male,40, Canada, <=50K
18, Private, 11th, Never-married, Other-service, Female,15, United-States, <=50K
59, Private, Prof-school, Married-civ-spouse, Transport-moving, Male,50, United-States, >50K
37, Private, Bachelors, Divorced, Exec-managerial, Male,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Male,40, United-States, <=50K
46, Local-gov, Masters, Divorced, Prof-specialty, Female,43, United-States, <=50K
29, Private, 11th, Separated, Sales, Female,42, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Female,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Male,55, United-States, >50K
28, Private, 10th, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Female,35, United-States, <=50K
46, Federal-gov, Masters, Married-civ-spouse, Armed-Forces, Male,40, United-States, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Male,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,72, United-States, <=50K
67, ?, Doctorate, Married-civ-spouse, ?, Male,20, Canada, >50K
62, Private, Bachelors, Married-civ-spouse, Sales, Male,20, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Male,40, Poland, <=50K
19, Private, HS-grad, Never-married, Other-service, Male,20, United-States, <=50K
49, ?, 7th-8th, Married-civ-spouse, ?, Male,99, United-States, <=50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Male,45, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Male,50, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, >50K
47, Private, 12th, Married-spouse-absent, Exec-managerial, Female,55, United-States, <=50K
57, Local-gov, HS-grad, Divorced, Protective-serv, Female,40, United-States, <=50K
64, Private, Some-college, Married-spouse-absent, Exec-managerial, Female,40, United-States, <=50K
56, ?, HS-grad, Divorced, ?, Male,40, United-States, <=50K
53, Private, 11th, Widowed, Other-service, Female,47, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Male,44, United-States, >50K
31, Private, Some-college, Separated, Sales, Male,40, South, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,45, United-States, >50K
45, Local-gov, HS-grad, Separated, Other-service, Female,40, United-States, <=50K
63, ?, Bachelors, Married-civ-spouse, ?, Male,45, United-States, <=50K
45, State-gov, HS-grad, Divorced, Adm-clerical, Female,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Female,28, United-States, <=50K
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Male,72, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Male,45, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Transport-moving, Male,60, United-States, >50K
22, ?, Some-college, Never-married, ?, Female,40, Mexico, <=50K
40, Local-gov, Bachelors, Divorced, Prof-specialty, Female,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
58, Self-emp-inc, 11th, Married-civ-spouse, Transport-moving, Male,60, United-States, <=50K
31, Private, Doctorate, Married-civ-spouse, Prof-specialty, Male,99, United-States, >50K
46, Self-emp-not-inc, HS-grad, Widowed, Other-service, Female,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Female,25, United-States, <=50K
17, ?, 10th, Never-married, ?, Male,30, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,60, England, <=50K
73, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,15, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Male,45, United-States, >50K
53, Federal-gov, Some-college, Divorced, Farming-fishing, Male,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Male,45, United-States, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Female,25, ?, >50K
37, Private, Bachelors, Never-married, Prof-specialty, Female,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
